sample_id	mlst_st	mlst_scheme	srr_accession	host_category	country	serovar	species
623.1294	245	ecoli	623.1294	Unknown	Unknown		
623.1295	245	ecoli	623.1295	Unknown	Unknown		
623.1296	245	ecoli	623.1296	Unknown	Unknown		
623.1297	1025	ecoli	623.1297	Unknown	Unknown		
623.1298	245	ecoli	623.1298	Unknown	Unknown		
623.1299	245	ecoli	623.1299	Unknown	Unknown		
623.1301	245	ecoli	623.1301	Unknown	Unknown		
623.1302	1025	ecoli	623.1302	Unknown	Unknown		
623.1303	145	ecoli	623.1303	Unknown	Unknown		
623.1304	245	ecoli	623.1304	Unknown	Unknown		
623.1305	145	ecoli	623.1305	Unknown	Unknown		
623.1306	245	ecoli	623.1306	Unknown	Unknown		
623.1307	245	ecoli	623.1307	Unknown	Unknown		
623.1308	245	ecoli	623.1308	Unknown	Unknown		
623.1309	245	ecoli	623.1309	Unknown	Unknown		
623.1311	245	ecoli	623.1311	Unknown	Unknown		
623.1312	245	ecoli	623.1312	Unknown	Unknown		
623.1313	245	ecoli	623.1313	Unknown	Unknown		
623.1314	245	ecoli	623.1314	Unknown	Unknown		
623.1315	245	ecoli	623.1315	Unknown	Unknown		
623.1316	245	ecoli	623.1316	Unknown	Unknown		
623.1317	245	ecoli	623.1317	Unknown	Unknown		
623.1318	245	ecoli	623.1318	Unknown	Unknown		
623.1319	245	ecoli	623.1319	Unknown	Unknown		
623.1321	245	ecoli	623.1321	Unknown	Unknown		
623.1322	245	ecoli	623.1322	Unknown	Unknown		
623.1323	245	ecoli	623.1323	Unknown	Unknown		
623.1324	245	ecoli	623.1324	Unknown	Unknown		
623.1325	245	ecoli	623.1325	Unknown	Unknown		
623.1326	245	ecoli	623.1326	Unknown	Unknown		
623.1327	245	ecoli	623.1327	Unknown	Unknown		
623.1328	245	ecoli	623.1328	Unknown	Unknown		
623.1329	245	ecoli	623.1329	Unknown	Unknown		
623.1331	245	ecoli	623.1331	Unknown	Unknown		
623.1332	245	ecoli	623.1332	Unknown	Unknown		
623.1333	1025	ecoli	623.1333	Unknown	Unknown		
623.1334	245	ecoli	623.1334	Unknown	Unknown		
623.1335	245	ecoli	623.1335	Unknown	Unknown		
623.1336	245	ecoli	623.1336	Unknown	Unknown		
623.1337	245	ecoli	623.1337	Unknown	Unknown		
623.1338	245	ecoli	623.1338	Unknown	Unknown		
623.1339	245	ecoli	623.1339	Unknown	Unknown		
623.1341	245	ecoli	623.1341	Unknown	Unknown		
623.1342	630	ecoli	623.1342	Unknown	Unknown		
623.1343	245	ecoli	623.1343	Unknown	Unknown		
623.1344	245	ecoli	623.1344	Unknown	Unknown		
623.1345	245	ecoli	623.1345	Unknown	Unknown		
623.1346	1025	ecoli	623.1346	Unknown	Unknown		
623.1347	145	ecoli	623.1347	Unknown	Unknown		
623.1348	245	ecoli	623.1348	Unknown	Unknown		
623.1349	245	ecoli	623.1349	Unknown	Unknown		
623.1351	245	ecoli	623.1351	Unknown	Unknown		
623.1352	245	ecoli	623.1352	Unknown	Unknown		
623.1353	245	ecoli	623.1353	Unknown	Unknown		
623.1354	145	ecoli	623.1354	Unknown	Unknown		
623.1355	245	ecoli	623.1355	Unknown	Unknown		
623.1356	630	ecoli	623.1356	Unknown	Unknown		
623.1357	245	ecoli	623.1357	Unknown	Unknown		
623.1358	628	ecoli	623.1358	Unknown	Unknown		
623.1359	245	ecoli	623.1359	Unknown	Unknown		
623.1361	628	ecoli	623.1361	Unknown	Unknown		
623.1362	245	ecoli	623.1362	Unknown	Unknown		
623.1363	145	ecoli	623.1363	Unknown	Unknown		
623.1364	245	ecoli	623.1364	Unknown	Unknown		
623.1365	245	ecoli	623.1365	Unknown	Unknown		
623.1366	245	ecoli	623.1366	Unknown	Unknown		
623.1367	245	ecoli	623.1367	Unknown	Unknown		
623.1368	245	ecoli	623.1368	Unknown	Unknown		
623.1369	245	ecoli	623.1369	Unknown	Unknown		
623.1371	245	ecoli	623.1371	Unknown	Unknown		
623.1372	145	ecoli	623.1372	Unknown	Unknown		
623.1373	245	ecoli	623.1373	Unknown	Unknown		
623.1374	245	ecoli	623.1374	Unknown	Unknown		
623.1375	245	ecoli	623.1375	Unknown	Unknown		
623.1376	245	ecoli	623.1376	Unknown	Unknown		
623.1377	245	ecoli	623.1377	Unknown	Unknown		
623.1378	245	ecoli	623.1378	Unknown	Unknown		
623.1381	245	ecoli	623.1381	Unknown	Unknown		
623.1382	245	ecoli	623.1382	Unknown	Unknown		
623.1383	245	ecoli	623.1383	Unknown	Unknown		
623.1384	245	ecoli	623.1384	Unknown	Unknown		
623.1385	1025	ecoli	623.1385	Unknown	Unknown		
623.1386	245	ecoli	623.1386	Unknown	Unknown		
623.1387	245	ecoli	623.1387	Unknown	Unknown		
623.1388	245	ecoli	623.1388	Unknown	Unknown		
623.1389	245	ecoli	623.1389	Unknown	Unknown		
623.1391	245	ecoli	623.1391	Unknown	Unknown		
623.1392	245	ecoli	623.1392	Unknown	Unknown		
623.1393	245	ecoli	623.1393	Unknown	Unknown		
623.1394	245	ecoli	623.1394	Unknown	Unknown		
623.1395	245	ecoli	623.1395	Unknown	Unknown		
623.1396	245	ecoli	623.1396	Unknown	Unknown		
623.1397	245	ecoli	623.1397	Unknown	Unknown		
623.1398	245	ecoli	623.1398	Unknown	Unknown		
623.1399	245	ecoli	623.1399	Unknown	Unknown		
623.1401	245	ecoli	623.1401	Unknown	Unknown		
623.1402	245	ecoli	623.1402	Unknown	Unknown		
623.1403	245	ecoli	623.1403	Unknown	Unknown		
623.1404	245	ecoli	623.1404	Unknown	Unknown		
623.1405	245	ecoli	623.1405	Unknown	Unknown		
623.1406	245	ecoli	623.1406	Unknown	Unknown		
623.1407	245	ecoli	623.1407	Unknown	Unknown		
623.1408	1025	ecoli	623.1408	Unknown	Unknown		
623.1409	-	ecoli	623.1409	Unknown	Unknown		
623.1411	245	ecoli	623.1411	Unknown	Unknown		
623.1412	245	ecoli	623.1412	Unknown	Unknown		
623.1413	245	ecoli	623.1413	Unknown	Unknown		
623.1414	245	ecoli	623.1414	Unknown	Unknown		
623.1415	245	ecoli	623.1415	Unknown	Unknown		
623.1416	245	ecoli	623.1416	Unknown	Unknown		
623.1417	145	ecoli	623.1417	Unknown	Unknown		
623.1418	245	ecoli	623.1418	Unknown	Unknown		
623.1419	245	ecoli	623.1419	Unknown	Unknown		
623.1421	245	ecoli	623.1421	Unknown	Unknown		
623.1422	245	ecoli	623.1422	Unknown	Unknown		
623.1423	245	ecoli	623.1423	Unknown	Unknown		
623.1424	145	ecoli	623.1424	Unknown	Unknown		
623.1425	245	ecoli	623.1425	Unknown	Unknown		
623.1426	145	ecoli	623.1426	Unknown	Unknown		
623.1427	245	ecoli	623.1427	Unknown	Unknown		
623.1428	245	ecoli	623.1428	Unknown	Unknown		
623.1429	630	ecoli	623.1429	Unknown	Unknown		
623.1431	1021	ecoli	623.1431	Unknown	Unknown		
623.1432	245	ecoli	623.1432	Unknown	Unknown		
623.1433	245	ecoli	623.1433	Unknown	Unknown		
623.1434	245	ecoli	623.1434	Unknown	Unknown		
623.1435	245	ecoli	623.1435	Unknown	Unknown		
623.1436	245	ecoli	623.1436	Unknown	Unknown		
623.1437	245	ecoli	623.1437	Unknown	Unknown		
623.1438	245	ecoli	623.1438	Unknown	Unknown		
623.1439	245	ecoli	623.1439	Unknown	Unknown		
623.1441	245	ecoli	623.1441	Unknown	Unknown		
623.1442	245	ecoli	623.1442	Unknown	Unknown		
623.1443	245	ecoli	623.1443	Unknown	Unknown		
623.1444	245	ecoli	623.1444	Unknown	Unknown		
623.1445	245	ecoli	623.1445	Unknown	Unknown		
623.1446	245	ecoli	623.1446	Unknown	Unknown		
623.1447	-	ecoli	623.1447	Unknown	Unknown		
623.1448	245	ecoli	623.1448	Unknown	Unknown		
623.1449	245	ecoli	623.1449	Unknown	Unknown		
623.1451	245	ecoli	623.1451	Unknown	Unknown		
623.1452	245	ecoli	623.1452	Unknown	Unknown		
623.1453	245	ecoli	623.1453	Unknown	Unknown		
623.1454	245	ecoli	623.1454	Unknown	Unknown		
623.1455	245	ecoli	623.1455	Unknown	Unknown		
623.1456	245	ecoli	623.1456	Unknown	Unknown		
623.1457	245	ecoli	623.1457	Unknown	Unknown		
623.1664	245	ecoli	623.1664	Unknown	Unknown		
623.1665	245	ecoli	623.1665	Unknown	Unknown		
623.1666	245	ecoli	623.1666	Unknown	Unknown		
623.1667	245	ecoli	623.1667	Unknown	Unknown		
623.1668	245	ecoli	623.1668	Unknown	Unknown		
623.1669	245	ecoli	623.1669	Unknown	Unknown		
623.1671	245	ecoli	623.1671	Unknown	Unknown		
623.1672	245	ecoli	623.1672	Unknown	Unknown		
623.1673	1025	ecoli	623.1673	Unknown	Unknown		
623.1674	145	ecoli	623.1674	Unknown	Unknown		
623.1675	245	ecoli	623.1675	Unknown	Unknown		
623.1676	245	ecoli	623.1676	Unknown	Unknown		
623.1677	245	ecoli	623.1677	Unknown	Unknown		
623.1678	245	ecoli	623.1678	Unknown	Unknown		
623.1679	245	ecoli	623.1679	Unknown	Unknown		
623.1681	245	ecoli	623.1681	Unknown	Unknown		
623.1682	245	ecoli	623.1682	Unknown	Unknown		
623.1683	145	ecoli	623.1683	Unknown	Unknown		
623.1684	245	ecoli	623.1684	Unknown	Unknown		
623.1685	245	ecoli	623.1685	Unknown	Unknown		
623.1686	1025	ecoli	623.1686	Unknown	Unknown		
623.1687	145	ecoli	623.1687	Unknown	Unknown		
623.1688	245	ecoli	623.1688	Unknown	Unknown		
623.1689	245	ecoli	623.1689	Unknown	Unknown		
623.1691	245	ecoli	623.1691	Unknown	Unknown		
623.1692	245	ecoli	623.1692	Unknown	Unknown		
623.1693	245	ecoli	623.1693	Unknown	Unknown		
623.1694	245	ecoli	623.1694	Unknown	Unknown		
623.1695	245	ecoli	623.1695	Unknown	Unknown		
623.1696	245	ecoli	623.1696	Unknown	Unknown		
623.1697	245	ecoli	623.1697	Unknown	Unknown		
623.1698	245	ecoli	623.1698	Unknown	Unknown		
623.1699	245	ecoli	623.1699	Unknown	Unknown		
623.1701	245	ecoli	623.1701	Unknown	Unknown		
623.1702	245	ecoli	623.1702	Unknown	Unknown		
623.1703	245	ecoli	623.1703	Unknown	Unknown		
623.1704	245	ecoli	623.1704	Unknown	Unknown		
623.1705	245	ecoli	623.1705	Unknown	Unknown		
623.1706	245	ecoli	623.1706	Unknown	Unknown		
623.1707	245	ecoli	623.1707	Unknown	Unknown		
623.1708	245	ecoli	623.1708	Unknown	Unknown		
623.1709	245	ecoli	623.1709	Unknown	Unknown		
623.1711	245	ecoli	623.1711	Unknown	Unknown		
623.1712	245	ecoli	623.1712	Unknown	Unknown		
623.1713	245	ecoli	623.1713	Unknown	Unknown		
623.1714	245	ecoli	623.1714	Unknown	Unknown		
623.1715	245	ecoli	623.1715	Unknown	Unknown		
623.1716	1025	ecoli	623.1716	Unknown	Unknown		
623.1717	245	ecoli	623.1717	Unknown	Unknown		
623.1718	245	ecoli	623.1718	Unknown	Unknown		
623.1719	1025	ecoli	623.1719	Unknown	Unknown		
623.1721	245	ecoli	623.1721	Unknown	Unknown		
623.1722	245	ecoli	623.1722	Unknown	Unknown		
623.1723	245	ecoli	623.1723	Unknown	Unknown		
623.1724	245	ecoli	623.1724	Unknown	Unknown		
623.1725	245	ecoli	623.1725	Unknown	Unknown		
623.1726	245	ecoli	623.1726	Unknown	Unknown		
623.1727	245	ecoli	623.1727	Unknown	Unknown		
623.1728	245	ecoli	623.1728	Unknown	Unknown		
623.1729	245	ecoli	623.1729	Unknown	Unknown		
623.1731	245	ecoli	623.1731	Unknown	Unknown		
623.1732	245	ecoli	623.1732	Unknown	Unknown		
623.1733	628	ecoli	623.1733	Unknown	Unknown		
623.1734	628	ecoli	623.1734	Unknown	Unknown		
623.1735	630	ecoli	623.1735	Unknown	Unknown		
623.1736	245	ecoli	623.1736	Unknown	Unknown		
623.1737	245	ecoli	623.1737	Unknown	Unknown		
623.1738	245	ecoli	623.1738	Unknown	Unknown		
623.1739	245	ecoli	623.1739	Unknown	Unknown		
623.1741	245	ecoli	623.1741	Unknown	Unknown		
623.1742	245	ecoli	623.1742	Unknown	Unknown		
623.1743	1025	ecoli	623.1743	Unknown	Unknown		
623.1744	145	ecoli	623.1744	Unknown	Unknown		
623.1745	245	ecoli	623.1745	Unknown	Unknown		
623.1746	145	ecoli	623.1746	Unknown	Unknown		
623.1747	1025	ecoli	623.1747	Unknown	Unknown		
623.1748	245	ecoli	623.1748	Unknown	Unknown		
623.1749	245	ecoli	623.1749	Unknown	Unknown		
623.1751	245	ecoli	623.1751	Unknown	Unknown		
623.1752	1025	ecoli	623.1752	Unknown	Unknown		
623.1753	245	ecoli	623.1753	Unknown	Unknown		
623.1754	245	ecoli	623.1754	Unknown	Unknown		
623.1755	245	ecoli	623.1755	Unknown	Unknown		
623.1756	245	ecoli	623.1756	Unknown	Unknown		
623.1757	245	ecoli	623.1757	Unknown	Unknown		
623.1758	245	ecoli	623.1758	Unknown	Unknown		
623.1759	245	ecoli	623.1759	Unknown	Unknown		
623.1761	245	ecoli	623.1761	Unknown	Unknown		
623.1762	245	ecoli	623.1762	Unknown	Unknown		
623.1763	245	ecoli	623.1763	Unknown	Unknown		
623.1764	245	ecoli	623.1764	Unknown	Unknown		
623.1765	245	ecoli	623.1765	Unknown	Unknown		
623.1766	245	ecoli	623.1766	Unknown	Unknown		
623.1767	245	ecoli	623.1767	Unknown	Unknown		
623.1768	245	ecoli	623.1768	Unknown	Unknown		
623.1769	245	ecoli	623.1769	Unknown	Unknown		
623.1771	245	ecoli	623.1771	Unknown	Unknown		
623.1772	245	ecoli	623.1772	Unknown	Unknown		
623.1773	145	ecoli	623.1773	Unknown	Unknown		
623.1774	245	ecoli	623.1774	Unknown	Unknown		
623.1775	245	ecoli	623.1775	Unknown	Unknown		
623.1776	245	ecoli	623.1776	Unknown	Unknown		
623.1777	245	ecoli	623.1777	Unknown	Unknown		
623.1778	245	ecoli	623.1778	Unknown	Unknown		
623.1779	245	ecoli	623.1779	Unknown	Unknown		
623.1781	245	ecoli	623.1781	Unknown	Unknown		
623.1782	245	ecoli	623.1782	Unknown	Unknown		
623.1783	245	ecoli	623.1783	Unknown	Unknown		
623.1784	245	ecoli	623.1784	Unknown	Unknown		
623.1785	245	ecoli	623.1785	Unknown	Unknown		
623.1786	245	ecoli	623.1786	Unknown	Unknown		
623.1787	245	ecoli	623.1787	Unknown	Unknown		
623.1788	245	ecoli	623.1788	Unknown	Unknown		
623.1789	245	ecoli	623.1789	Unknown	Unknown		
623.1791	145	ecoli	623.1791	Unknown	Unknown		
623.1792	245	ecoli	623.1792	Unknown	Unknown		
623.1793	245	ecoli	623.1793	Unknown	Unknown		
623.1794	245	ecoli	623.1794	Unknown	Unknown		
623.1795	245	ecoli	623.1795	Unknown	Unknown		
623.1796	245	ecoli	623.1796	Unknown	Unknown		
623.1797	245	ecoli	623.1797	Unknown	Unknown		
623.1798	245	ecoli	623.1798	Unknown	Unknown		
623.1799	245	ecoli	623.1799	Unknown	Unknown		
623.1801	245	ecoli	623.1801	Unknown	Unknown		
623.1802	245	ecoli	623.1802	Unknown	Unknown		
623.1803	245	ecoli	623.1803	Unknown	Unknown		
623.1804	1025	ecoli	623.1804	Unknown	Unknown		
623.1805	245	ecoli	623.1805	Unknown	Unknown		
623.1806	245	ecoli	623.1806	Unknown	Unknown		
623.1807	245	ecoli	623.1807	Unknown	Unknown		
623.1808	245	ecoli	623.1808	Unknown	Unknown		
623.1809	245	ecoli	623.1809	Unknown	Unknown		
623.1811	245	ecoli	623.1811	Unknown	Unknown		
623.1812	145	ecoli	623.1812	Unknown	Unknown		
623.1813	145	ecoli	623.1813	Unknown	Unknown		
623.1814	245	ecoli	623.1814	Unknown	Unknown		
623.1815	245	ecoli	623.1815	Unknown	Unknown		
623.1816	245	ecoli	623.1816	Unknown	Unknown		
623.1817	245	ecoli	623.1817	Unknown	Unknown		
623.1818	1021	ecoli	623.1818	Unknown	Unknown		
623.1819	245	ecoli	623.1819	Unknown	Unknown		
623.1821	245	ecoli	623.1821	Unknown	Unknown		
623.1822	245	ecoli	623.1822	Unknown	Unknown		
623.1823	245	ecoli	623.1823	Unknown	Unknown		
623.1824	245	ecoli	623.1824	Unknown	Unknown		
623.1825	245	ecoli	623.1825	Unknown	Unknown		
623.1826	245	ecoli	623.1826	Unknown	Unknown		
623.1827	245	ecoli	623.1827	Unknown	Unknown		
623.1828	245	ecoli	623.1828	Unknown	Unknown		
623.1829	630	ecoli	623.1829	Unknown	Unknown		
623.1831	-	ecoli	623.1831	Unknown	Unknown		
623.1832	245	ecoli	623.1832	Unknown	Unknown		
623.1833	245	ecoli	623.1833	Unknown	Unknown		
623.1834	245	ecoli	623.1834	Unknown	Unknown		
623.1835	245	ecoli	623.1835	Unknown	Unknown		
623.1836	245	ecoli	623.1836	Unknown	Unknown		
623.1837	245	ecoli	623.1837	Unknown	Unknown		
623.1838	245	ecoli	623.1838	Unknown	Unknown		
623.1839	245	ecoli	623.1839	Unknown	Unknown		
623.1841	245	ecoli	623.1841	Unknown	Unknown		
623.1842	245	ecoli	623.1842	Unknown	Unknown		
623.1843	245	ecoli	623.1843	Unknown	Unknown		
623.1844	245	ecoli	623.1844	Unknown	Unknown		
623.305	410	ecoli	623.305	Unknown	Unknown		
624.104	152	ecoli	624.104	Unknown	Unknown		
624.113	152	ecoli	624.113	Unknown	Unknown		
624.1169	152	ecoli	624.1169	Unknown	Unknown		
624.119	152	ecoli	624.119	Unknown	Unknown		
624.1239	1602	ecoli	624.1239	Unknown	Unknown		
624.1241	165	ecoli	624.1241	Unknown	Unknown		
624.1242	206	ecoli	624.1242	Unknown	Unknown		
624.131	152	ecoli	624.131	Unknown	Unknown		
624.135	152	ecoli	624.135	Unknown	Unknown		
624.136	152	ecoli	624.136	Unknown	Unknown		
624.142	1505	ecoli	624.142	Unknown	Unknown		
624.171	152	ecoli	624.171	Unknown	Unknown		
624.1872	152	ecoli	624.1872	Unknown	Unknown		
624.1873	152	ecoli	624.1873	Unknown	Unknown		
624.1874	152	ecoli	624.1874	Unknown	Unknown		
624.1875	152	ecoli	624.1875	Unknown	Unknown		
624.1876	152	ecoli	624.1876	Unknown	Unknown		
624.1877	152	ecoli	624.1877	Unknown	Unknown		
624.1878	152	ecoli	624.1878	Unknown	Unknown		
624.1879	152	ecoli	624.1879	Unknown	Unknown		
624.1881	152	ecoli	624.1881	Unknown	Unknown		
624.1882	152	ecoli	624.1882	Unknown	Unknown		
624.1883	152	ecoli	624.1883	Unknown	Unknown		
624.1884	152	ecoli	624.1884	Unknown	Unknown		
624.1885	152	ecoli	624.1885	Unknown	Unknown		
624.1886	152	ecoli	624.1886	Unknown	Unknown		
624.1887	152	ecoli	624.1887	Unknown	Unknown		
624.1888	152	ecoli	624.1888	Unknown	Unknown		
624.1889	152	ecoli	624.1889	Unknown	Unknown		
624.189	152	ecoli	624.189	Unknown	Unknown		
624.1891	152	ecoli	624.1891	Unknown	Unknown		
624.1892	152	ecoli	624.1892	Unknown	Unknown		
624.1893	152	ecoli	624.1893	Unknown	Unknown		
624.1894	152	ecoli	624.1894	Unknown	Unknown		
624.1895	152	ecoli	624.1895	Unknown	Unknown		
624.1896	152	ecoli	624.1896	Unknown	Unknown		
624.1897	152	ecoli	624.1897	Unknown	Unknown		
624.1898	152	ecoli	624.1898	Unknown	Unknown		
624.1899	152	ecoli	624.1899	Unknown	Unknown		
624.1901	152	ecoli	624.1901	Unknown	Unknown		
624.1902	152	ecoli	624.1902	Unknown	Unknown		
624.1903	152	ecoli	624.1903	Unknown	Unknown		
624.1904	152	ecoli	624.1904	Unknown	Unknown		
624.1905	152	ecoli	624.1905	Unknown	Unknown		
624.1906	152	ecoli	624.1906	Unknown	Unknown		
624.1907	152	ecoli	624.1907	Unknown	Unknown		
624.1908	152	ecoli	624.1908	Unknown	Unknown		
624.1909	152	ecoli	624.1909	Unknown	Unknown		
624.1911	152	ecoli	624.1911	Unknown	Unknown		
624.1912	152	ecoli	624.1912	Unknown	Unknown		
624.1913	152	ecoli	624.1913	Unknown	Unknown		
624.1914	152	ecoli	624.1914	Unknown	Unknown		
624.1915	152	ecoli	624.1915	Unknown	Unknown		
624.1916	152	ecoli	624.1916	Unknown	Unknown		
624.1917	152	ecoli	624.1917	Unknown	Unknown		
624.1918	152	ecoli	624.1918	Unknown	Unknown		
624.1919	152	ecoli	624.1919	Unknown	Unknown		
624.1921	152	ecoli	624.1921	Unknown	Unknown		
624.1922	152	ecoli	624.1922	Unknown	Unknown		
624.1923	152	ecoli	624.1923	Unknown	Unknown		
624.1924	152	ecoli	624.1924	Unknown	Unknown		
624.1925	152	ecoli	624.1925	Unknown	Unknown		
624.1926	152	ecoli	624.1926	Unknown	Unknown		
624.1927	152	ecoli	624.1927	Unknown	Unknown		
624.1928	152	ecoli	624.1928	Unknown	Unknown		
624.1929	152	ecoli	624.1929	Unknown	Unknown		
624.193	152	ecoli	624.193	Unknown	Unknown		
624.1931	152	ecoli	624.1931	Unknown	Unknown		
624.1932	152	ecoli	624.1932	Unknown	Unknown		
624.1933	152	ecoli	624.1933	Unknown	Unknown		
624.1934	152	ecoli	624.1934	Unknown	Unknown		
624.1935	152	ecoli	624.1935	Unknown	Unknown		
624.1936	152	ecoli	624.1936	Unknown	Unknown		
624.1937	152	ecoli	624.1937	Unknown	Unknown		
624.1938	152	ecoli	624.1938	Unknown	Unknown		
624.1939	152	ecoli	624.1939	Unknown	Unknown		
624.1941	152	ecoli	624.1941	Unknown	Unknown		
624.1942	152	ecoli	624.1942	Unknown	Unknown		
624.1943	152	ecoli	624.1943	Unknown	Unknown		
624.1944	152	ecoli	624.1944	Unknown	Unknown		
624.1945	152	ecoli	624.1945	Unknown	Unknown		
624.1946	152	ecoli	624.1946	Unknown	Unknown		
624.1947	152	ecoli	624.1947	Unknown	Unknown		
624.1948	152	ecoli	624.1948	Unknown	Unknown		
624.1949	152	ecoli	624.1949	Unknown	Unknown		
624.1951	152	ecoli	624.1951	Unknown	Unknown		
624.1952	152	ecoli	624.1952	Unknown	Unknown		
624.1953	152	ecoli	624.1953	Unknown	Unknown		
624.1954	152	ecoli	624.1954	Unknown	Unknown		
624.1955	152	ecoli	624.1955	Unknown	Unknown		
624.1956	152	ecoli	624.1956	Unknown	Unknown		
624.1957	152	ecoli	624.1957	Unknown	Unknown		
624.1958	152	ecoli	624.1958	Unknown	Unknown		
624.1959	152	ecoli	624.1959	Unknown	Unknown		
624.1961	152	ecoli	624.1961	Unknown	Unknown		
624.1962	152	ecoli	624.1962	Unknown	Unknown		
624.1963	152	ecoli	624.1963	Unknown	Unknown		
624.1964	152	ecoli	624.1964	Unknown	Unknown		
624.1965	152	ecoli	624.1965	Unknown	Unknown		
624.1966	152	ecoli	624.1966	Unknown	Unknown		
624.1967	152	ecoli	624.1967	Unknown	Unknown		
624.1968	152	ecoli	624.1968	Unknown	Unknown		
624.1969	152	ecoli	624.1969	Unknown	Unknown		
624.1971	152	ecoli	624.1971	Unknown	Unknown		
624.1972	152	ecoli	624.1972	Unknown	Unknown		
624.1973	152	ecoli	624.1973	Unknown	Unknown		
624.1974	152	ecoli	624.1974	Unknown	Unknown		
624.1975	152	ecoli	624.1975	Unknown	Unknown		
624.1976	152	ecoli	624.1976	Unknown	Unknown		
624.1977	152	ecoli	624.1977	Unknown	Unknown		
624.1978	152	ecoli	624.1978	Unknown	Unknown		
624.1979	152	ecoli	624.1979	Unknown	Unknown		
624.1981	152	ecoli	624.1981	Unknown	Unknown		
624.1982	152	ecoli	624.1982	Unknown	Unknown		
624.1983	152	ecoli	624.1983	Unknown	Unknown		
624.1984	152	ecoli	624.1984	Unknown	Unknown		
624.1985	152	ecoli	624.1985	Unknown	Unknown		
624.1986	152	ecoli	624.1986	Unknown	Unknown		
624.1987	152	ecoli	624.1987	Unknown	Unknown		
624.1988	152	ecoli	624.1988	Unknown	Unknown		
624.1989	152	ecoli	624.1989	Unknown	Unknown		
624.1991	7043	ecoli	624.1991	Unknown	Unknown		
624.1992	152	ecoli	624.1992	Unknown	Unknown		
624.1993	152	ecoli	624.1993	Unknown	Unknown		
624.1994	152	ecoli	624.1994	Unknown	Unknown		
624.1995	152	ecoli	624.1995	Unknown	Unknown		
