sample_id	mlst_st	mlst_scheme	srr_accession	host_category	country	serovar	species
192955.414	198	senterica	192955.414	Unknown	Unknown		
192955.415	198	senterica	192955.415	Unknown	Unknown		
192955.416	198	senterica	192955.416	Unknown	Unknown		
192955.417	198	senterica	192955.417	Unknown	Unknown		
192955.418	198	senterica	192955.418	Unknown	Unknown		
192955.419	198	senterica	192955.419	Unknown	Unknown		
192955.421	198	senterica	192955.421	Unknown	Unknown		
192955.422	198	senterica	192955.422	Unknown	Unknown		
192955.423	198	senterica	192955.423	Unknown	Unknown		
192955.424	198	senterica	192955.424	Unknown	Unknown		
192955.425	198	senterica	192955.425	Unknown	Unknown		
192955.426	198	senterica	192955.426	Unknown	Unknown		
192955.427	198	senterica	192955.427	Unknown	Unknown		
192955.428	198	senterica	192955.428	Unknown	Unknown		
192955.429	198	senterica	192955.429	Unknown	Unknown		
192955.431	198	senterica	192955.431	Unknown	Unknown		
192955.432	198	senterica	192955.432	Unknown	Unknown		
192955.433	198	senterica	192955.433	Unknown	Unknown		
192955.434	198	senterica	192955.434	Unknown	Unknown		
192955.435	198	senterica	192955.435	Unknown	Unknown		
192955.436	198	senterica	192955.436	Unknown	Unknown		
192955.437	198	senterica	192955.437	Unknown	Unknown		
192955.438	198	senterica	192955.438	Unknown	Unknown		
192955.439	198	senterica	192955.439	Unknown	Unknown		
192955.441	198	senterica	192955.441	Unknown	Unknown		
192955.442	198	senterica	192955.442	Unknown	Unknown		
192955.443	198	senterica	192955.443	Unknown	Unknown		
192955.444	198	senterica	192955.444	Unknown	Unknown		
28901.10145	45	senterica	28901.10145	Unknown	Unknown		
28901.10146	-	senterica	28901.10146	Unknown	Unknown		
28901.10147	-	senterica	28901.10147	Unknown	Unknown		
28901.13275	34	senterica	28901.13275	Unknown	Unknown		
28901.13276	34	senterica	28901.13276	Unknown	Unknown		
28901.13277	19	senterica	28901.13277	Unknown	Unknown		
28901.13278	34	senterica	28901.13278	Unknown	Unknown		
28901.13279	34	senterica	28901.13279	Unknown	Unknown		
28901.13281	19	senterica	28901.13281	Unknown	Unknown		
28901.13282	34	senterica	28901.13282	Unknown	Unknown		
28901.13283	34	senterica	28901.13283	Unknown	Unknown		
28901.13284	34	senterica	28901.13284	Unknown	Unknown		
28901.13285	19	senterica	28901.13285	Unknown	Unknown		
28901.13286	34	senterica	28901.13286	Unknown	Unknown		
28901.13287	34	senterica	28901.13287	Unknown	Unknown		
28901.13288	19	senterica	28901.13288	Unknown	Unknown		
28901.13289	34	senterica	28901.13289	Unknown	Unknown		
28901.13291	34	senterica	28901.13291	Unknown	Unknown		
28901.13292	34	senterica	28901.13292	Unknown	Unknown		
28901.13293	34	senterica	28901.13293	Unknown	Unknown		
28901.13294	34	senterica	28901.13294	Unknown	Unknown		
28901.13295	34	senterica	28901.13295	Unknown	Unknown		
28901.13296	34	senterica	28901.13296	Unknown	Unknown		
28901.13297	34	senterica	28901.13297	Unknown	Unknown		
28901.13298	34	senterica	28901.13298	Unknown	Unknown		
28901.13299	34	senterica	28901.13299	Unknown	Unknown		
28901.13301	34	senterica	28901.13301	Unknown	Unknown		
28901.13302	34	senterica	28901.13302	Unknown	Unknown		
28901.13303	34	senterica	28901.13303	Unknown	Unknown		
28901.13304	34	senterica	28901.13304	Unknown	Unknown		
28901.13305	34	senterica	28901.13305	Unknown	Unknown		
28901.13306	34	senterica	28901.13306	Unknown	Unknown		
28901.13307	34	senterica	28901.13307	Unknown	Unknown		
28901.13308	34	senterica	28901.13308	Unknown	Unknown		
28901.13309	34	senterica	28901.13309	Unknown	Unknown		
28901.13311	19	senterica	28901.13311	Unknown	Unknown		
28901.13312	34	senterica	28901.13312	Unknown	Unknown		
28901.13313	34	senterica	28901.13313	Unknown	Unknown		
28901.13314	34	senterica	28901.13314	Unknown	Unknown		
28901.13315	19	senterica	28901.13315	Unknown	Unknown		
28901.13316	34	senterica	28901.13316	Unknown	Unknown		
28901.13317	19	senterica	28901.13317	Unknown	Unknown		
28901.13318	34	senterica	28901.13318	Unknown	Unknown		
28901.13319	34	senterica	28901.13319	Unknown	Unknown		
28901.13321	34	senterica	28901.13321	Unknown	Unknown		
28901.13322	34	senterica	28901.13322	Unknown	Unknown		
28901.13323	34	senterica	28901.13323	Unknown	Unknown		
28901.13324	19	senterica	28901.13324	Unknown	Unknown		
28901.13325	34	senterica	28901.13325	Unknown	Unknown		
28901.13326	34	senterica	28901.13326	Unknown	Unknown		
28901.13327	19	senterica	28901.13327	Unknown	Unknown		
28901.13328	34	senterica	28901.13328	Unknown	Unknown		
28901.13329	34	senterica	28901.13329	Unknown	Unknown		
28901.13331	34	senterica	28901.13331	Unknown	Unknown		
28901.13332	19	senterica	28901.13332	Unknown	Unknown		
28901.13333	34	senterica	28901.13333	Unknown	Unknown		
28901.13334	34	senterica	28901.13334	Unknown	Unknown		
28901.13335	34	senterica	28901.13335	Unknown	Unknown		
28901.13336	34	senterica	28901.13336	Unknown	Unknown		
28901.13337	34	senterica	28901.13337	Unknown	Unknown		
28901.13338	34	senterica	28901.13338	Unknown	Unknown		
28901.13339	34	senterica	28901.13339	Unknown	Unknown		
28901.13341	34	senterica	28901.13341	Unknown	Unknown		
28901.13342	34	senterica	28901.13342	Unknown	Unknown		
28901.13343	34	senterica	28901.13343	Unknown	Unknown		
28901.13344	34	senterica	28901.13344	Unknown	Unknown		
28901.13345	34	senterica	28901.13345	Unknown	Unknown		
28901.13346	34	senterica	28901.13346	Unknown	Unknown		
28901.13347	34	senterica	28901.13347	Unknown	Unknown		
28901.13348	34	senterica	28901.13348	Unknown	Unknown		
28901.13349	34	senterica	28901.13349	Unknown	Unknown		
28901.13351	34	senterica	28901.13351	Unknown	Unknown		
28901.13352	34	senterica	28901.13352	Unknown	Unknown		
28901.13353	34	senterica	28901.13353	Unknown	Unknown		
28901.13354	34	senterica	28901.13354	Unknown	Unknown		
28901.13355	34	senterica	28901.13355	Unknown	Unknown		
28901.13356	34	senterica	28901.13356	Unknown	Unknown		
28901.13357	34	senterica	28901.13357	Unknown	Unknown		
28901.13358	34	senterica	28901.13358	Unknown	Unknown		
28901.13359	34	senterica	28901.13359	Unknown	Unknown		
28901.13361	34	senterica	28901.13361	Unknown	Unknown		
28901.13362	34	senterica	28901.13362	Unknown	Unknown		
28901.13363	34	senterica	28901.13363	Unknown	Unknown		
28901.13364	34	senterica	28901.13364	Unknown	Unknown		
28901.13365	34	senterica	28901.13365	Unknown	Unknown		
28901.13366	34	senterica	28901.13366	Unknown	Unknown		
28901.13367	19	senterica	28901.13367	Unknown	Unknown		
28901.13368	34	senterica	28901.13368	Unknown	Unknown		
28901.13369	34	senterica	28901.13369	Unknown	Unknown		
28901.13371	19	senterica	28901.13371	Unknown	Unknown		
28901.13372	34	senterica	28901.13372	Unknown	Unknown		
28901.13373	34	senterica	28901.13373	Unknown	Unknown		
28901.13374	34	senterica	28901.13374	Unknown	Unknown		
28901.13375	34	senterica	28901.13375	Unknown	Unknown		
28901.13376	34	senterica	28901.13376	Unknown	Unknown		
28901.13377	19	senterica	28901.13377	Unknown	Unknown		
28901.13378	19	senterica	28901.13378	Unknown	Unknown		
28901.13379	19	senterica	28901.13379	Unknown	Unknown		
28901.13381	4304	senterica	28901.13381	Unknown	Unknown		
28901.13382	19	senterica	28901.13382	Unknown	Unknown		
28901.13383	19	senterica	28901.13383	Unknown	Unknown		
28901.13384	34	senterica	28901.13384	Unknown	Unknown		
28901.13385	34	senterica	28901.13385	Unknown	Unknown		
28901.13386	34	senterica	28901.13386	Unknown	Unknown		
28901.13387	34	senterica	28901.13387	Unknown	Unknown		
28901.13388	19	senterica	28901.13388	Unknown	Unknown		
28901.13389	19	senterica	28901.13389	Unknown	Unknown		
28901.13391	19	senterica	28901.13391	Unknown	Unknown		
28901.13392	19	senterica	28901.13392	Unknown	Unknown		
28901.13393	34	senterica	28901.13393	Unknown	Unknown		
28901.13394	34	senterica	28901.13394	Unknown	Unknown		
28901.13395	34	senterica	28901.13395	Unknown	Unknown		
28901.13396	19	senterica	28901.13396	Unknown	Unknown		
28901.13397	19	senterica	28901.13397	Unknown	Unknown		
28901.13398	34	senterica	28901.13398	Unknown	Unknown		
28901.13399	19	senterica	28901.13399	Unknown	Unknown		
28901.13401	19	senterica	28901.13401	Unknown	Unknown		
28901.13402	19	senterica	28901.13402	Unknown	Unknown		
28901.13403	19	senterica	28901.13403	Unknown	Unknown		
28901.13404	34	senterica	28901.13404	Unknown	Unknown		
28901.13405	34	senterica	28901.13405	Unknown	Unknown		
28901.13406	19	senterica	28901.13406	Unknown	Unknown		
28901.13407	34	senterica	28901.13407	Unknown	Unknown		
28901.13408	19	senterica	28901.13408	Unknown	Unknown		
28901.13409	34	senterica	28901.13409	Unknown	Unknown		
28901.13411	34	senterica	28901.13411	Unknown	Unknown		
28901.16274	34	senterica	28901.16274	Unknown	Unknown		
28901.16288	34	senterica	28901.16288	Unknown	Unknown		
28901.24571	17	senterica	28901.24571	Unknown	Unknown		
28901.24572	17	senterica	28901.24572	Unknown	Unknown		
28901.24573	17	senterica	28901.24573	Unknown	Unknown		
28901.24574	17	senterica	28901.24574	Unknown	Unknown		
28901.24575	17	senterica	28901.24575	Unknown	Unknown		
28901.24576	17	senterica	28901.24576	Unknown	Unknown		
28901.24577	17	senterica	28901.24577	Unknown	Unknown		
28901.24578	17	senterica	28901.24578	Unknown	Unknown		
28901.24579	17	senterica	28901.24579	Unknown	Unknown		
28901.24581	17	senterica	28901.24581	Unknown	Unknown		
28901.24582	17	senterica	28901.24582	Unknown	Unknown		
28901.24583	17	senterica	28901.24583	Unknown	Unknown		
28901.24584	17	senterica	28901.24584	Unknown	Unknown		
28901.24585	17	senterica	28901.24585	Unknown	Unknown		
28901.24586	17	senterica	28901.24586	Unknown	Unknown		
28901.24587	17	senterica	28901.24587	Unknown	Unknown		
28901.24588	17	senterica	28901.24588	Unknown	Unknown		
28901.24589	17	senterica	28901.24589	Unknown	Unknown		
28901.24591	17	senterica	28901.24591	Unknown	Unknown		
28901.24592	17	senterica	28901.24592	Unknown	Unknown		
28901.24593	17	senterica	28901.24593	Unknown	Unknown		
28901.24594	17	senterica	28901.24594	Unknown	Unknown		
28901.24595	17	senterica	28901.24595	Unknown	Unknown		
28901.24596	17	senterica	28901.24596	Unknown	Unknown		
28901.24597	17	senterica	28901.24597	Unknown	Unknown		
28901.24598	17	senterica	28901.24598	Unknown	Unknown		
28901.24599	17	senterica	28901.24599	Unknown	Unknown		
28901.24601	17	senterica	28901.24601	Unknown	Unknown		
28901.24602	17	senterica	28901.24602	Unknown	Unknown		
28901.24603	17	senterica	28901.24603	Unknown	Unknown		
28901.24604	17	senterica	28901.24604	Unknown	Unknown		
28901.24605	17	senterica	28901.24605	Unknown	Unknown		
28901.24606	17	senterica	28901.24606	Unknown	Unknown		
28901.24607	17	senterica	28901.24607	Unknown	Unknown		
28901.24608	17	senterica	28901.24608	Unknown	Unknown		
28901.24609	17	senterica	28901.24609	Unknown	Unknown		
28901.24611	17	senterica	28901.24611	Unknown	Unknown		
28901.24612	17	senterica	28901.24612	Unknown	Unknown		
28901.24613	17	senterica	28901.24613	Unknown	Unknown		
28901.24614	17	senterica	28901.24614	Unknown	Unknown		
28901.24615	17	senterica	28901.24615	Unknown	Unknown		
28901.24616	17	senterica	28901.24616	Unknown	Unknown		
28901.24617	17	senterica	28901.24617	Unknown	Unknown		
28901.24618	17	senterica	28901.24618	Unknown	Unknown		
28901.24619	17	senterica	28901.24619	Unknown	Unknown		
28901.24621	17	senterica	28901.24621	Unknown	Unknown		
28901.24622	17	senterica	28901.24622	Unknown	Unknown		
28901.24623	17	senterica	28901.24623	Unknown	Unknown		
28901.24624	17	senterica	28901.24624	Unknown	Unknown		
28901.24625	-	senterica	28901.24625	Unknown	Unknown		
28901.24626	17	senterica	28901.24626	Unknown	Unknown		
28901.24627	17	senterica	28901.24627	Unknown	Unknown		
28901.24628	17	senterica	28901.24628	Unknown	Unknown		
28901.24629	17	senterica	28901.24629	Unknown	Unknown		
28901.24631	17	senterica	28901.24631	Unknown	Unknown		
28901.24632	17	senterica	28901.24632	Unknown	Unknown		
28901.24633	17	senterica	28901.24633	Unknown	Unknown		
28901.24634	17	senterica	28901.24634	Unknown	Unknown		
28901.24635	17	senterica	28901.24635	Unknown	Unknown		
28901.24636	17	senterica	28901.24636	Unknown	Unknown		
28901.24637	17	senterica	28901.24637	Unknown	Unknown		
28901.24638	17	senterica	28901.24638	Unknown	Unknown		
28901.24639	17	senterica	28901.24639	Unknown	Unknown		
28901.24641	17	senterica	28901.24641	Unknown	Unknown		
28901.24642	17	senterica	28901.24642	Unknown	Unknown		
28901.24643	17	senterica	28901.24643	Unknown	Unknown		
28901.24644	17	senterica	28901.24644	Unknown	Unknown		
28901.24645	17	senterica	28901.24645	Unknown	Unknown		
28901.24646	17	senterica	28901.24646	Unknown	Unknown		
28901.24647	17	senterica	28901.24647	Unknown	Unknown		
28901.24648	17	senterica	28901.24648	Unknown	Unknown		
28901.24649	17	senterica	28901.24649	Unknown	Unknown		
28901.24651	17	senterica	28901.24651	Unknown	Unknown		
28901.24652	17	senterica	28901.24652	Unknown	Unknown		
28901.24653	17	senterica	28901.24653	Unknown	Unknown		
28901.24654	17	senterica	28901.24654	Unknown	Unknown		
28901.24655	17	senterica	28901.24655	Unknown	Unknown		
28901.24656	17	senterica	28901.24656	Unknown	Unknown		
28901.24657	17	senterica	28901.24657	Unknown	Unknown		
28901.24658	17	senterica	28901.24658	Unknown	Unknown		
28901.24659	17	senterica	28901.24659	Unknown	Unknown		
28901.24661	17	senterica	28901.24661	Unknown	Unknown		
28901.24662	17	senterica	28901.24662	Unknown	Unknown		
28901.24663	17	senterica	28901.24663	Unknown	Unknown		
28901.24664	17	senterica	28901.24664	Unknown	Unknown		
28901.24665	17	senterica	28901.24665	Unknown	Unknown		
28901.24666	17	senterica	28901.24666	Unknown	Unknown		
28901.24667	17	senterica	28901.24667	Unknown	Unknown		
28901.24668	17	senterica	28901.24668	Unknown	Unknown		
28901.24669	17	senterica	28901.24669	Unknown	Unknown		
28901.24671	17	senterica	28901.24671	Unknown	Unknown		
28901.24672	17	senterica	28901.24672	Unknown	Unknown		
28901.24673	17	senterica	28901.24673	Unknown	Unknown		
28901.24674	17	senterica	28901.24674	Unknown	Unknown		
28901.24675	17	senterica	28901.24675	Unknown	Unknown		
28901.24676	17	senterica	28901.24676	Unknown	Unknown		
28901.24677	17	senterica	28901.24677	Unknown	Unknown		
28901.24678	17	senterica	28901.24678	Unknown	Unknown		
28901.24679	17	senterica	28901.24679	Unknown	Unknown		
28901.24681	17	senterica	28901.24681	Unknown	Unknown		
28901.24682	17	senterica	28901.24682	Unknown	Unknown		
28901.24683	17	senterica	28901.24683	Unknown	Unknown		
28901.24684	17	senterica	28901.24684	Unknown	Unknown		
28901.24685	17	senterica	28901.24685	Unknown	Unknown		
28901.24686	17	senterica	28901.24686	Unknown	Unknown		
28901.24687	17	senterica	28901.24687	Unknown	Unknown		
28901.24688	17	senterica	28901.24688	Unknown	Unknown		
28901.24689	17	senterica	28901.24689	Unknown	Unknown		
28901.24691	17	senterica	28901.24691	Unknown	Unknown		
28901.24692	17	senterica	28901.24692	Unknown	Unknown		
28901.24693	17	senterica	28901.24693	Unknown	Unknown		
28901.24694	17	senterica	28901.24694	Unknown	Unknown		
28901.24695	17	senterica	28901.24695	Unknown	Unknown		
28901.24696	17	senterica	28901.24696	Unknown	Unknown		
28901.24697	17	senterica	28901.24697	Unknown	Unknown		
28901.24698	17	senterica	28901.24698	Unknown	Unknown		
28901.24699	17	senterica	28901.24699	Unknown	Unknown		
28901.24701	17	senterica	28901.24701	Unknown	Unknown		
28901.24702	17	senterica	28901.24702	Unknown	Unknown		
28901.24703	17	senterica	28901.24703	Unknown	Unknown		
28901.24704	17	senterica	28901.24704	Unknown	Unknown		
28901.24705	17	senterica	28901.24705	Unknown	Unknown		
28901.24706	17	senterica	28901.24706	Unknown	Unknown		
28901.24707	17	senterica	28901.24707	Unknown	Unknown		
28901.24708	17	senterica	28901.24708	Unknown	Unknown		
28901.24709	17	senterica	28901.24709	Unknown	Unknown		
28901.24711	17	senterica	28901.24711	Unknown	Unknown		
28901.24712	17	senterica	28901.24712	Unknown	Unknown		
28901.24713	17	senterica	28901.24713	Unknown	Unknown		
28901.24714	17	senterica	28901.24714	Unknown	Unknown		
28901.24715	17	senterica	28901.24715	Unknown	Unknown		
28901.24716	17	senterica	28901.24716	Unknown	Unknown		
28901.24717	17	senterica	28901.24717	Unknown	Unknown		
28901.24718	17	senterica	28901.24718	Unknown	Unknown		
28901.24719	17	senterica	28901.24719	Unknown	Unknown		
28901.24721	17	senterica	28901.24721	Unknown	Unknown		
28901.24722	17	senterica	28901.24722	Unknown	Unknown		
28901.24723	17	senterica	28901.24723	Unknown	Unknown		
28901.24724	17	senterica	28901.24724	Unknown	Unknown		
28901.24725	17	senterica	28901.24725	Unknown	Unknown		
28901.24726	17	senterica	28901.24726	Unknown	Unknown		
28901.24727	17	senterica	28901.24727	Unknown	Unknown		
28901.24728	17	senterica	28901.24728	Unknown	Unknown		
28901.24729	17	senterica	28901.24729	Unknown	Unknown		
28901.24731	17	senterica	28901.24731	Unknown	Unknown		
28901.24732	17	senterica	28901.24732	Unknown	Unknown		
28901.24733	17	senterica	28901.24733	Unknown	Unknown		
28901.24734	17	senterica	28901.24734	Unknown	Unknown		
28901.24735	17	senterica	28901.24735	Unknown	Unknown		
28901.24736	17	senterica	28901.24736	Unknown	Unknown		
28901.24737	17	senterica	28901.24737	Unknown	Unknown		
28901.24738	17	senterica	28901.24738	Unknown	Unknown		
28901.24739	17	senterica	28901.24739	Unknown	Unknown		
28901.24741	17	senterica	28901.24741	Unknown	Unknown		
28901.24742	17	senterica	28901.24742	Unknown	Unknown		
28901.24743	17	senterica	28901.24743	Unknown	Unknown		
28901.24744	17	senterica	28901.24744	Unknown	Unknown		
28901.24745	17	senterica	28901.24745	Unknown	Unknown		
28901.24746	17	senterica	28901.24746	Unknown	Unknown		
28901.24747	17	senterica	28901.24747	Unknown	Unknown		
28901.24748	17	senterica	28901.24748	Unknown	Unknown		
28901.24749	17	senterica	28901.24749	Unknown	Unknown		
28901.24751	17	senterica	28901.24751	Unknown	Unknown		
28901.24752	17	senterica	28901.24752	Unknown	Unknown		
28901.24753	17	senterica	28901.24753	Unknown	Unknown		
28901.24754	17	senterica	28901.24754	Unknown	Unknown		
28901.24755	17	senterica	28901.24755	Unknown	Unknown		
28901.24756	17	senterica	28901.24756	Unknown	Unknown		
28901.24757	17	senterica	28901.24757	Unknown	Unknown		
28901.24758	17	senterica	28901.24758	Unknown	Unknown		
28901.24759	17	senterica	28901.24759	Unknown	Unknown		
28901.24761	17	senterica	28901.24761	Unknown	Unknown		
28901.24762	17	senterica	28901.24762	Unknown	Unknown		
28901.24763	17	senterica	28901.24763	Unknown	Unknown		
28901.24764	17	senterica	28901.24764	Unknown	Unknown		
28901.24765	17	senterica	28901.24765	Unknown	Unknown		
28901.24766	17	senterica	28901.24766	Unknown	Unknown		
28901.24767	17	senterica	28901.24767	Unknown	Unknown		
28901.24768	17	senterica	28901.24768	Unknown	Unknown		
28901.24769	17	senterica	28901.24769	Unknown	Unknown		
28901.24771	17	senterica	28901.24771	Unknown	Unknown		
28901.24772	17	senterica	28901.24772	Unknown	Unknown		
28901.24773	17	senterica	28901.24773	Unknown	Unknown		
28901.24774	17	senterica	28901.24774	Unknown	Unknown		
28901.24775	17	senterica	28901.24775	Unknown	Unknown		
28901.24776	17	senterica	28901.24776	Unknown	Unknown		
28901.24777	17	senterica	28901.24777	Unknown	Unknown		
28901.24778	17	senterica	28901.24778	Unknown	Unknown		
28901.24779	17	senterica	28901.24779	Unknown	Unknown		
28901.24781	17	senterica	28901.24781	Unknown	Unknown		
28901.24782	17	senterica	28901.24782	Unknown	Unknown		
28901.24783	17	senterica	28901.24783	Unknown	Unknown		
28901.24784	17	senterica	28901.24784	Unknown	Unknown		
28901.24785	17	senterica	28901.24785	Unknown	Unknown		
28901.24786	17	senterica	28901.24786	Unknown	Unknown		
28901.24787	17	senterica	28901.24787	Unknown	Unknown		
28901.24788	17	senterica	28901.24788	Unknown	Unknown		
28901.24789	17	senterica	28901.24789	Unknown	Unknown		
28901.24791	17	senterica	28901.24791	Unknown	Unknown		
28901.24792	17	senterica	28901.24792	Unknown	Unknown		
28901.24793	17	senterica	28901.24793	Unknown	Unknown		
28901.24794	17	senterica	28901.24794	Unknown	Unknown		
28901.24795	17	senterica	28901.24795	Unknown	Unknown		
28901.24796	17	senterica	28901.24796	Unknown	Unknown		
28901.24797	17	senterica	28901.24797	Unknown	Unknown		
28901.24798	17	senterica	28901.24798	Unknown	Unknown		
28901.24799	17	senterica	28901.24799	Unknown	Unknown		
28901.24801	17	senterica	28901.24801	Unknown	Unknown		
28901.24802	17	senterica	28901.24802	Unknown	Unknown		
28901.24803	17	senterica	28901.24803	Unknown	Unknown		
28901.24804	17	senterica	28901.24804	Unknown	Unknown		
28901.24805	17	senterica	28901.24805	Unknown	Unknown		
28901.24806	17	senterica	28901.24806	Unknown	Unknown		
28901.24807	17	senterica	28901.24807	Unknown	Unknown		
28901.24808	17	senterica	28901.24808	Unknown	Unknown		
28901.24809	17	senterica	28901.24809	Unknown	Unknown		
28901.24811	17	senterica	28901.24811	Unknown	Unknown		
28901.24812	17	senterica	28901.24812	Unknown	Unknown		
28901.24813	17	senterica	28901.24813	Unknown	Unknown		
28901.24814	17	senterica	28901.24814	Unknown	Unknown		
28901.24815	17	senterica	28901.24815	Unknown	Unknown		
28901.24816	17	senterica	28901.24816	Unknown	Unknown		
28901.24817	17	senterica	28901.24817	Unknown	Unknown		
28901.24818	17	senterica	28901.24818	Unknown	Unknown		
28901.24819	17	senterica	28901.24819	Unknown	Unknown		
54388.105	85	senterica	54388.105	Unknown	Unknown		
54388.108	85	senterica	54388.108	Unknown	Unknown		
54388.11	85	senterica	54388.11	Unknown	Unknown		
54388.122	129	senterica	54388.122	Unknown	Unknown		
54388.126	85	senterica	54388.126	Unknown	Unknown		
54388.128	85	senterica	54388.128	Unknown	Unknown		
54388.21	85	senterica	54388.21	Unknown	Unknown		
54388.22	85	senterica	54388.22	Unknown	Unknown		
54388.25	129	senterica	54388.25	Unknown	Unknown		
54388.27	85	senterica	54388.27	Unknown	Unknown		
54388.271	129	senterica	54388.271	Unknown	Unknown		
54388.272	129	senterica	54388.272	Unknown	Unknown		
54388.273	85	senterica	54388.273	Unknown	Unknown		
54388.274	85	senterica	54388.274	Unknown	Unknown		
54388.275	85	senterica	54388.275	Unknown	Unknown		
54388.276	85	senterica	54388.276	Unknown	Unknown		
54388.277	85	senterica	54388.277	Unknown	Unknown		
54388.278	85	senterica	54388.278	Unknown	Unknown		
54388.279	85	senterica	54388.279	Unknown	Unknown		
54388.281	85	senterica	54388.281	Unknown	Unknown		
54388.282	85	senterica	54388.282	Unknown	Unknown		
54388.283	85	senterica	54388.283	Unknown	Unknown		
54388.284	85	senterica	54388.284	Unknown	Unknown		
54388.285	85	senterica	54388.285	Unknown	Unknown		
54388.286	85	senterica	54388.286	Unknown	Unknown		
54388.287	85	senterica	54388.287	Unknown	Unknown		
54388.291	85	senterica	54388.291	Unknown	Unknown		
54388.292	85	senterica	54388.292	Unknown	Unknown		
54388.293	85	senterica	54388.293	Unknown	Unknown		
54388.295	85	senterica	54388.295	Unknown	Unknown		
54388.296	85	senterica	54388.296	Unknown	Unknown		
54388.297	85	senterica	54388.297	Unknown	Unknown		
54388.298	85	senterica	54388.298	Unknown	Unknown		
54388.299	85	senterica	54388.299	Unknown	Unknown		
54388.301	85	senterica	54388.301	Unknown	Unknown		
54388.302	85	senterica	54388.302	Unknown	Unknown		
54388.303	85	senterica	54388.303	Unknown	Unknown		
54388.304	85	senterica	54388.304	Unknown	Unknown		
54388.305	85	senterica	54388.305	Unknown	Unknown		
54388.306	85	senterica	54388.306	Unknown	Unknown		
54388.307	85	senterica	54388.307	Unknown	Unknown		
54388.308	85	senterica	54388.308	Unknown	Unknown		
54388.309	85	senterica	54388.309	Unknown	Unknown		
54388.311	85	senterica	54388.311	Unknown	Unknown		
54388.312	129	senterica	54388.312	Unknown	Unknown		
54388.313	85	senterica	54388.313	Unknown	Unknown		
54388.314	85	senterica	54388.314	Unknown	Unknown		
54388.315	85	senterica	54388.315	Unknown	Unknown		
54388.316	85	senterica	54388.316	Unknown	Unknown		
54388.317	85	senterica	54388.317	Unknown	Unknown		
54388.318	85	senterica	54388.318	Unknown	Unknown		
